frame,altitude,airspeed,direction
2417,23.03078737642174,31.800128166490147,29.033303998599653
2418,23.02943592178057,31.800135558170872,29.030537826679595
2419,23.028255205383754,31.800136573097866,29.02786226869586
2420,23.02725999532603,31.80013182039776,29.025282125200196
2421,23.026458722547854,31.80012208619093,29.022799430226517
2422,23.025853468579395,31.800108282913364,29.02041419564168
2423,23.02544021918362,31.800091398575155,29.01812523976429
2424,23.025209354323575,31.800072448066693,29.015930998726876
2425,23.025146336192375,31.800052428322807,29.013830239156736
2426,23.025232551008667,31.800032278810512,29.011822614276443
2427,23.0254462569044,31.800012848435337,29.0099090294454
2428,23.025763589397368,31.799994869583237,29.008091778915702
2429,23.026159577424348,31.799978939645946,29.00637432385557
2430,23.02660914566177,31.79996524043427,29.00476050748935
2431,23.027088164708122,31.799951595670116,29.003253265140742
2432,23.027574703359964,31.799927258660894,29.001853408135915
2433,23.028050550308624,31.799861139743548,29.00055917639726
2434,23.028502800303418,31.799687101839574,28.99936674266273
2435,23.028925121611426,31.7992915549358,28.998271318318174
2436,23.029318393608396,31.798507675493802,28.99726839579101
2437,23.029690591479923,31.797118037687916,28.996354802085634
2438,23.030055951878527,31.794865330514092,28.995529392301293
2439,23.030433551043107,31.79146953669497,28.994793323790546
2440,23.030845478678476,31.78664927761921,28.994149928542313
2441,23.031314808234672,31.780144822650676,28.993604250164097
2442,23.031863556777783,31.77174038582917,28.99316233847337
2443,23.032510803455185,31.761283676311827,28.99283040441979
2444,23.033271101215366,31.748701139989898,28.99261393536186
2445,23.034153277217346,31.734007856589223,28.992516859448145
2446,23.035159677353253,31.717311584049703,28.99254083120222
2447,23.03628587256998,31.69881092963704,28.99268466455703
2448,23.03752081136999,31.678788047358104,28.992943835113977
2449,23.03884737538144,31.657596596927426,28.993309920077817
2450,23.04024327394838,31.63564594284629,28.993769990335522
2451,23.041682199503246,31.613382722447746,28.994306202066966
2452,23.043135157822693,31.59127097403448,28.99489591613965
2453,23.04457188558681,31.569771999693565,28.99551246605024
2454,23.045962249785592,31.549325054097643,28.99612630934365
2455,23.04727746303246,31.53032981439538,28.996706233840982
